word	nodeType	synsetCount	unit	count
low	ADJ	16	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
mad	ADJ	4	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
main	ADJ	5	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	28
more	ADJ	5	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	4
most	ADJ	5	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
much	ADJ	7	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
okay	ADJ	4	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
only	ADJ	9	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
other	ADJ	4	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	3
perfect	ADJ	5	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
powerful	ADJ	6	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
red	ADJ	7	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
right	ADJ	36	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	5
similar	ADJ	5	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
simple	ADJ	9	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
slight	ADJ	5	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
small	ADJ	13	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
solid	ADJ	18	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
strange	ADJ	3	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
strong	ADJ	10	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
subconscious	ADJ	2	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
sure	ADJ	10	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	3
sweet	ADJ	16	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
terrifying	ADJ	2	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
tiny	ADJ	1	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
unbelievable	ADJ	2	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
uphill	ADJ	4	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
well	ADJ	22	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
whole	ADJ	8	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
wrong	ADJ	13	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
able	ADJ	4	04x39_-_The_Sleeping_sl_ve	3
about	ADJ	8	04x39_-_The_Sleeping_sl_ve	1
alive	ADJ	7	04x39_-_The_Sleeping_sl_ve	1
bad	ADJ	17	04x39_-_The_Sleeping_sl_ve	4
calm	ADJ	8	04x39_-_The_Sleeping_sl_ve	1
careful	ADJ	5	04x39_-_The_Sleeping_sl_ve	1
close	ADJ	37	04x39_-_The_Sleeping_sl_ve	1
dangerous	ADJ	2	04x39_-_The_Sleeping_sl_ve	1
dead	ADJ	21	04x39_-_The_Sleeping_sl_ve	1
decent	ADJ	7	04x39_-_The_Sleeping_sl_ve	1
difficult	ADJ	2	04x39_-_The_Sleeping_sl_ve	1
early	ADJ	9	04x39_-_The_Sleeping_sl_ve	1
easy	ADJ	15	04x39_-_The_Sleeping_sl_ve	1
enough	ADJ	3	04x39_-_The_Sleeping_sl_ve	2
famous	ADJ	1	04x39_-_The_Sleeping_sl_ve	1
few	ADJ	2	04x39_-_The_Sleeping_sl_ve	3
fine	ADJ	10	04x39_-_The_Sleeping_sl_ve	1
funny	ADJ	5	04x39_-_The_Sleeping_sl_ve	1
good	ADJ	27	04x39_-_The_Sleeping_sl_ve	1
great	ADJ	7	04x39_-_The_Sleeping_sl_ve	4
hard	ADJ	22	04x39_-_The_Sleeping_sl_ve	2
healthy	ADJ	5	04x39_-_The_Sleeping_sl_ve	1
impossible	ADJ	4	04x39_-_The_Sleeping_sl_ve	2
internal	ADJ	5	04x39_-_The_Sleeping_sl_ve	6
last	ADJ	21	04x39_-_The_Sleeping_sl_ve	2
least	ADJ	3	04x39_-_The_Sleeping_sl_ve	1
main	ADJ	5	04x39_-_The_Sleeping_sl_ve	32
many	ADJ	1	04x39_-_The_Sleeping_sl_ve	1
more	ADJ	5	04x39_-_The_Sleeping_sl_ve	1
next	ADJ	4	04x39_-_The_Sleeping_sl_ve	1
nostalgic	ADJ	1	04x39_-_The_Sleeping_sl_ve	1
okay	ADJ	4	04x39_-_The_Sleeping_sl_ve	1
orderly	ADJ	4	04x39_-_The_Sleeping_sl_ve	1
own	ADJ	2	04x39_-_The_Sleeping_sl_ve	2
possible	ADJ	4	04x39_-_The_Sleeping_sl_ve	1
quick	ADJ	8	04x39_-_The_Sleeping_sl_ve	1
right	ADJ	36	04x39_-_The_Sleeping_sl_ve	5
same	ADJ	6	04x39_-_The_Sleeping_sl_ve	2
seventh	ADJ	4	04x39_-_The_Sleeping_sl_ve	1
sick	ADJ	9	04x39_-_The_Sleeping_sl_ve	1
sorry	ADJ	4	04x39_-_The_Sleeping_sl_ve	2
sure	ADJ	10	04x39_-_The_Sleeping_sl_ve	1
suspect	ADJ	6	04x39_-_The_Sleeping_sl_ve	1
true	ADJ	15	04x39_-_The_Sleeping_sl_ve	1
ultimate	ADJ	3	04x39_-_The_Sleeping_sl_ve	1
weird	ADJ	3	04x39_-_The_Sleeping_sl_ve	3
well	ADJ	22	04x39_-_The_Sleeping_sl_ve	1
willing	ADJ	6	04x39_-_The_Sleeping_sl_ve	1
wrong	ADJ	13	04x39_-_The_Sleeping_sl_ve	2
able	ADJ	4	04x18_-_Head_to_Venice__-_Verso_Venezia	3
about	ADJ	8	04x18_-_Head_to_Venice__-_Verso_Venezia	1
aboutthe	ADJ	0	04x18_-_Head_to_Venice__-_Verso_Venezia	1
asleep	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	1
bad	ADJ	17	04x18_-_Head_to_Venice__-_Verso_Venezia	1
big	ADJ	17	04x18_-_Head_to_Venice__-_Verso_Venezia	1
blink	ADJ	4	04x18_-_Head_to_Venice__-_Verso_Venezia	1
bright	ADJ	11	04x18_-_Head_to_Venice__-_Verso_Venezia	1
careful	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	3
cold	ADJ	16	04x18_-_Head_to_Venice__-_Verso_Venezia	2
correct	ADJ	12	04x18_-_Head_to_Venice__-_Verso_Venezia	1
damn	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	1
different	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	1
difficult	ADJ	2	04x18_-_Head_to_Venice__-_Verso_Venezia	2
direct	ADJ	24	04x18_-_Head_to_Venice__-_Verso_Venezia	1
effective	ADJ	6	04x18_-_Head_to_Venice__-_Verso_Venezia	1
english	ADJ	6	04x18_-_Head_to_Venice__-_Verso_Venezia	1
enough	ADJ	3	04x18_-_Head_to_Venice__-_Verso_Venezia	1
final	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	2
first	ADJ	16	04x18_-_Head_to_Venice__-_Verso_Venezia	1
france?in	ADJ	0	04x18_-_Head_to_Venice__-_Verso_Venezia	1
friggin	ADJ	0	04x18_-_Head_to_Venice__-_Verso_Venezia	1
good	ADJ	27	04x18_-_Head_to_Venice__-_Verso_Venezia	2
hard	ADJ	22	04x18_-_Head_to_Venice__-_Verso_Venezia	1
hot	ADJ	21	04x18_-_Head_to_Venice__-_Verso_Venezia	1
huge	ADJ	1	04x18_-_Head_to_Venice__-_Verso_Venezia	1
important	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	3
incredible	ADJ	1	04x18_-_Head_to_Venice__-_Verso_Venezia	1
infinite	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	1
insane	ADJ	2	04x18_-_Head_to_Venice__-_Verso_Venezia	1
internal	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	2
invincible	ADJ	1	04x18_-_Head_to_Venice__-_Verso_Venezia	2
italian	ADJ	3	04x18_-_Head_to_Venice__-_Verso_Venezia	1
left	ADJ	24	04x18_-_Head_to_Venice__-_Verso_Venezia	1
long	ADJ	12	04x18_-_Head_to_Venice__-_Verso_Venezia	1
low	ADJ	16	04x18_-_Head_to_Venice__-_Verso_Venezia	2
main	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	41
marine	ADJ	7	04x18_-_Head_to_Venice__-_Verso_Venezia	1
more	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	2
naïve	ADJ	0	04x18_-_Head_to_Venice__-_Verso_Venezia	1
new	ADJ	12	04x18_-_Head_to_Venice__-_Verso_Venezia	1
normal	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	1
only	ADJ	9	04x18_-_Head_to_Venice__-_Verso_Venezia	2
optimistic	ADJ	2	04x18_-_Head_to_Venice__-_Verso_Venezia	1
own	ADJ	2	04x18_-_Head_to_Venice__-_Verso_Venezia	1
passionate	ADJ	1	04x18_-_Head_to_Venice__-_Verso_Venezia	1
powerful	ADJ	6	04x18_-_Head_to_Venice__-_Verso_Venezia	1
right	ADJ	36	04x18_-_Head_to_Venice__-_Verso_Venezia	3
safe	ADJ	7	04x18_-_Head_to_Venice__-_Verso_Venezia	1
same	ADJ	6	04x18_-_Head_to_Venice__-_Verso_Venezia	1
scared	ADJ	4	04x18_-_Head_to_Venice__-_Verso_Venezia	1
shallow	ADJ	6	04x18_-_Head_to_Venice__-_Verso_Venezia	1
short	ADJ	23	04x18_-_Head_to_Venice__-_Verso_Venezia	1
straight	ADJ	21	04x18_-_Head_to_Venice__-_Verso_Venezia	1
strong	ADJ	10	04x18_-_Head_to_Venice__-_Verso_Venezia	1
stupid	ADJ	4	04x18_-_Head_to_Venice__-_Verso_Venezia	1
sure	ADJ	10	04x18_-_Head_to_Venice__-_Verso_Venezia	5
tall	ADJ	5	04x18_-_Head_to_Venice__-_Verso_Venezia	1
unbelievable	ADJ	2	04x18_-_Head_to_Venice__-_Verso_Venezia	1
unturned	ADJ	1	04x18_-_Head_to_Venice__-_Verso_Venezia	2
unusual	ADJ	3	04x18_-_Head_to_Venice__-_Verso_Venezia	1
useful	ADJ	2	04x18_-_Head_to_Venice__-_Verso_Venezia	1
useless	ADJ	1	04x18_-_Head_to_Venice__-_Verso_Venezia	5
utmost	ADJ	4	04x18_-_Head_to_Venice__-_Verso_Venezia	1
venomous	ADJ	2	04x18_-_Head_to_Venice__-_Verso_Venezia	1
visible	ADJ	3	04x18_-_Head_to_Venice__-_Verso_Venezia	1
wealthy	ADJ	1	04x18_-_Head_to_Venice__-_Verso_Venezia	1
well	ADJ	22	04x18_-_Head_to_Venice__-_Verso_Venezia	1
wrong	ADJ	13	04x18_-_Head_to_Venice__-_Verso_Venezia	4
able	ADJ	4	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	6
apparent	ADJ	2	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
awful	ADJ	7	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
calm	ADJ	8	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
careful	ADJ	5	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	2
certain	ADJ	7	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
close	ADJ	37	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	4
complete	ADJ	10	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	3
correct	ADJ	12	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	3
curious	ADJ	3	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
damn	ADJ	5	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
decent	ADJ	7	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
different	ADJ	5	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
easy	ADJ	15	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
excessive	ADJ	2	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
excited	ADJ	12	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	2
few	ADJ	2	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	6
first	ADJ	16	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
full	ADJ	13	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
further	ADJ	11	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
future	ADJ	7	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	2
good	ADJ	27	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	4
horrible	ADJ	1	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
ideal	ADJ	5	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
important	ADJ	5	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	2
impossible	ADJ	4	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	2
interesting	ADJ	4	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
internal	ADJ	5	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
invisible	ADJ	2	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
large	ADJ	11	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
late	ADJ	11	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	2
less	ADJ	5	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
li'l	ADJ	0	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
little	ADJ	10	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
magnetic	ADJ	5	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
main	ADJ	5	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	51
many	ADJ	1	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
more	ADJ	5	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	6
much	ADJ	7	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
multiple	ADJ	2	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
next	ADJ	4	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	5
only	ADJ	9	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	3
own	ADJ	2	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	2
physical	ADJ	7	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
precious	ADJ	5	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
precognitive	ADJ	1	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
pro	ADJ	4	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
right	ADJ	36	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	4
same	ADJ	6	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	2
second	ADJ	15	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
sloppy	ADJ	6	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
small	ADJ	13	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
strange	ADJ	3	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
sturdy	ADJ	3	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
sure	ADJ	10	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	2
true	ADJ	15	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	3
unchangeable	ADJ	1	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
upset	ADJ	17	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
visible	ADJ	3	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
worn	ADJ	11	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
wrong	ADJ	13	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
young	ADJ	14	04x27_-_King_Crimson_vs__Metallica_-_Emperor_Crimson_vs__Metallic	1
\an\pos(,)\fscx}the	ADJ	0	04x17_-_Baby_Face_-_Babyhead	1
\c&hdd&\c&hc&}rum{\c&hacf&}ble	ADJ	0	04x17_-_Baby_Face_-_Babyhead	1
able	ADJ	4	04x17_-_Baby_Face_-_Babyhead	5
about	ADJ	8	04x17_-_Baby_Face_-_Babyhead	1
alive	ADJ	7	04x17_-_Baby_Face_-_Babyhead	1
annoying	ADJ	3	04x17_-_Baby_Face_-_Babyhead	1
atrocious	ADJ	3	04x17_-_Baby_Face_-_Babyhead	1
automatic	ADJ	5	04x17_-_Baby_Face_-_Babyhead	1
bad	ADJ	17	04x17_-_Baby_Face_-_Babyhead	1
bellissimo	ADJ	0	04x17_-_Baby_Face_-_Babyhead	1
bummed	ADJ	2	04x17_-_Baby_Face_-_Babyhead	1
close	ADJ	37	04x17_-_Baby_Face_-_Babyhead	1
complete	ADJ	10	04x17_-_Baby_Face_-_Babyhead	2
correct	ADJ	12	04x17_-_Baby_Face_-_Babyhead	1
creepy	ADJ	2	04x17_-_Baby_Face_-_Babyhead	2
current	ADJ	4	04x17_-_Baby_Face_-_Babyhead	1
dangerous	ADJ	2	04x17_-_Baby_Face_-_Babyhead	1
dead	ADJ	21	04x17_-_Baby_Face_-_Babyhead	1
dear	ADJ	8	04x17_-_Baby_Face_-_Babyhead	1
different	ADJ	5	04x17_-_Baby_Face_-_Babyhead	1
dirty	ADJ	13	04x17_-_Baby_Face_-_Babyhead	2
dumb	ADJ	4	04x17_-_Baby_Face_-_Babyhead	1
early	ADJ	9	04x17_-_Baby_Face_-_Babyhead	1
exact	ADJ	4	04x17_-_Baby_Face_-_Babyhead	1
excellent	ADJ	1	04x17_-_Baby_Face_-_Babyhead	4
fine	ADJ	10	04x17_-_Baby_Face_-_Babyhead	1
first	ADJ	16	04x17_-_Baby_Face_-_Babyhead	1
glad	ADJ	5	04x17_-_Baby_Face_-_Babyhead	1
good	ADJ	27	04x17_-_Baby_Face_-_Babyhead	10
great	ADJ	7	04x17_-_Baby_Face_-_Babyhead	3
gross	ADJ	10	04x17_-_Baby_Face_-_Babyhead	2
handy	ADJ	4	04x17_-_Baby_Face_-_Babyhead	1
hard	ADJ	22	04x17_-_Baby_Face_-_Babyhead	1
harsh	ADJ	6	04x17_-_Baby_Face_-_Babyhead	1
human	ADJ	4	04x17_-_Baby_Face_-_Babyhead	1
hungry	ADJ	2	04x17_-_Baby_Face_-_Babyhead	1
idle	ADJ	10	04x17_-_Baby_Face_-_Babyhead	1
important	ADJ	5	04x17_-_Baby_Face_-_Babyhead	4
impossible	ADJ	4	04x17_-_Baby_Face_-_Babyhead	2
incorrect	ADJ	4	04x17_-_Baby_Face_-_Babyhead	1
internal	ADJ	5	04x17_-_Baby_Face_-_Babyhead	4
invincible	ADJ	1	04x17_-_Baby_Face_-_Babyhead	2
key	ADJ	21	04x17_-_Baby_Face_-_Babyhead	1
little	ADJ	10	04x17_-_Baby_Face_-_Babyhead	4
long	ADJ	12	04x17_-_Baby_Face_-_Babyhead	2
magnificent	ADJ	1	04x17_-_Baby_Face_-_Babyhead	1
main	ADJ	5	04x17_-_Baby_Face_-_Babyhead	26
more	ADJ	5	04x17_-_Baby_Face_-_Babyhead	4
mysterious	ADJ	2	04x17_-_Baby_Face_-_Babyhead	2
next	ADJ	4	04x17_-_Baby_Face_-_Babyhead	1
old	ADJ	9	04x17_-_Baby_Face_-_Babyhead	1
other	ADJ	4	04x17_-_Baby_Face_-_Babyhead	1
own	ADJ	2	04x17_-_Baby_Face_-_Babyhead	1
perfect	ADJ	5	04x17_-_Baby_Face_-_Babyhead	1
pissed	ADJ	3	04x17_-_Baby_Face_-_Babyhead	1
poor	ADJ	7	04x17_-_Baby_Face_-_Babyhead	1
proud	ADJ	2	04x17_-_Baby_Face_-_Babyhead	1
quiet	ADJ	13	04x17_-_Baby_Face_-_Babyhead	2
rid	ADJ	1	04x17_-_Baby_Face_-_Babyhead	1
right	ADJ	36	04x17_-_Baby_Face_-_Babyhead	2
safe	ADJ	7	04x17_-_Baby_Face_-_Babyhead	1
same	ADJ	6	04x17_-_Baby_Face_-_Babyhead	1
similar	ADJ	5	04x17_-_Baby_Face_-_Babyhead	1
single	ADJ	10	04x17_-_Baby_Face_-_Babyhead	1
slight	ADJ	5	04x17_-_Baby_Face_-_Babyhead	1
strange	ADJ	3	04x17_-_Baby_Face_-_Babyhead	1
strong	ADJ	10	04x17_-_Baby_Face_-_Babyhead	3
stupid	ADJ	4	04x17_-_Baby_Face_-_Babyhead	3
successful	ADJ	1	04x17_-_Baby_Face_-_Babyhead	1
sure	ADJ	10	04x17_-_Baby_Face_-_Babyhead	7
terrible	ADJ	4	04x17_-_Baby_Face_-_Babyhead	1
top	ADJ	22	04x17_-_Baby_Face_-_Babyhead	1
true	ADJ	15	04x17_-_Baby_Face_-_Babyhead	2
unbelievable	ADJ	2	04x17_-_Baby_Face_-_Babyhead	1
underway	ADJ	1	04x17_-_Baby_Face_-_Babyhead	1
whole	ADJ	8	04x17_-_Baby_Face_-_Babyhead	1
willed	ADJ	3	04x17_-_Baby_Face_-_Babyhead	1
wonderful	ADJ	1	04x17_-_Baby_Face_-_Babyhead	1
worried	ADJ	8	04x17_-_Baby_Face_-_Babyhead	1
wrong	ADJ	13	04x17_-_Baby_Face_-_Babyhead	2
able	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	2
average	ADJ	12	04x12_-_The_Second_Mission_from_the_Boss	1
bad	ADJ	17	04x12_-_The_Second_Mission_from_the_Boss	3
berserk	ADJ	2	04x12_-_The_Second_Mission_from_the_Boss	1
bizarre	ADJ	1	04x12_-_The_Second_Mission_from_the_Boss	1
careful	ADJ	5	04x12_-_The_Second_Mission_from_the_Boss	1
clean	ADJ	31	04x12_-_The_Second_Mission_from_the_Boss	1
close	ADJ	37	04x12_-_The_Second_Mission_from_the_Boss	2
concerned	ADJ	5	04x12_-_The_Second_Mission_from_the_Boss	1
current	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	1
dangerous	ADJ	2	04x12_-_The_Second_Mission_from_the_Boss	1
familiar	ADJ	7	04x12_-_The_Second_Mission_from_the_Boss	1
famous	ADJ	1	04x12_-_The_Second_Mission_from_the_Boss	1
fate	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	1
few	ADJ	2	04x12_-_The_Second_Mission_from_the_Boss	1
fierce	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	1
fine	ADJ	10	04x12_-_The_Second_Mission_from_the_Boss	1
first	ADJ	16	04x12_-_The_Second_Mission_from_the_Boss	2
former	ADJ	5	04x12_-_The_Second_Mission_from_the_Boss	1
full	ADJ	13	04x12_-_The_Second_Mission_from_the_Boss	1
gentle	ADJ	10	04x12_-_The_Second_Mission_from_the_Boss	1
good	ADJ	27	04x12_-_The_Second_Mission_from_the_Boss	5
guilty	ADJ	2	04x12_-_The_Second_Mission_from_the_Boss	1
high	ADJ	18	04x12_-_The_Second_Mission_from_the_Boss	1
horrifying	ADJ	2	04x12_-_The_Second_Mission_from_the_Boss	1
huge	ADJ	1	04x12_-_The_Second_Mission_from_the_Boss	1
important	ADJ	5	04x12_-_The_Second_Mission_from_the_Boss	3
impulsive	ADJ	5	04x12_-_The_Second_Mission_from_the_Boss	1
indoor	ADJ	2	04x12_-_The_Second_Mission_from_the_Boss	1
intelligent	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	2
interesting	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	1
internal	ADJ	5	04x12_-_The_Second_Mission_from_the_Boss	3
judicial	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	2
key	ADJ	21	04x12_-_The_Second_Mission_from_the_Boss	2
last	ADJ	21	04x12_-_The_Second_Mission_from_the_Boss	1
left	ADJ	24	04x12_-_The_Second_Mission_from_the_Boss	1
little	ADJ	10	04x12_-_The_Second_Mission_from_the_Boss	2
main	ADJ	5	04x12_-_The_Second_Mission_from_the_Boss	28
many	ADJ	1	04x12_-_The_Second_Mission_from_the_Boss	2
metabolic	ADJ	2	04x12_-_The_Second_Mission_from_the_Boss	1
more	ADJ	5	04x12_-_The_Second_Mission_from_the_Boss	1
mosaic	ADJ	7	04x12_-_The_Second_Mission_from_the_Boss	1
new	ADJ	12	04x12_-_The_Second_Mission_from_the_Boss	1
next	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	3
nice	ADJ	6	04x12_-_The_Second_Mission_from_the_Boss	1
normal	ADJ	5	04x12_-_The_Second_Mission_from_the_Boss	1
okay	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	1
only	ADJ	9	04x12_-_The_Second_Mission_from_the_Boss	1
open	ADJ	36	04x12_-_The_Second_Mission_from_the_Boss	1
other	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	1
own	ADJ	2	04x12_-_The_Second_Mission_from_the_Boss	2
paramount	ADJ	1	04x12_-_The_Second_Mission_from_the_Boss	1
peaceful	ADJ	2	04x12_-_The_Second_Mission_from_the_Boss	1
perfect	ADJ	5	04x12_-_The_Second_Mission_from_the_Boss	1
pissed	ADJ	3	04x12_-_The_Second_Mission_from_the_Boss	1
possible	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	3
prosperous	ADJ	4	04x12_-_The_Second_Mission_from_the_Boss	1
quick	ADJ	8	04x12_-_The_Second_Mission_from_the_Boss	1
