word	nodeType	synsetCount	unit	count
dead	ADJ	21	04x20_-_The_Final_Mission_from_the_Boss	1
detailed	ADJ	3	04x20_-_The_Final_Mission_from_the_Boss	1
determined	ADJ	13	04x20_-_The_Final_Mission_from_the_Boss	1
different	ADJ	5	04x20_-_The_Final_Mission_from_the_Boss	1
earnest	ADJ	4	04x20_-_The_Final_Mission_from_the_Boss	1
fantastic	ADJ	5	04x20_-_The_Final_Mission_from_the_Boss	1
fatal	ADJ	4	04x20_-_The_Final_Mission_from_the_Boss	1
few	ADJ	2	04x20_-_The_Final_Mission_from_the_Boss	2
final	ADJ	5	04x20_-_The_Final_Mission_from_the_Boss	3
first	ADJ	16	04x20_-_The_Final_Mission_from_the_Boss	1
formal	ADJ	8	04x20_-_The_Final_Mission_from_the_Boss	1
good	ADJ	27	04x20_-_The_Final_Mission_from_the_Boss	11
great	ADJ	7	04x20_-_The_Final_Mission_from_the_Boss	2
greedy	ADJ	3	04x20_-_The_Final_Mission_from_the_Boss	1
happy	ADJ	4	04x20_-_The_Final_Mission_from_the_Boss	1
high	ADJ	18	04x20_-_The_Final_Mission_from_the_Boss	1
honest	ADJ	7	04x20_-_The_Final_Mission_from_the_Boss	1
hungry	ADJ	2	04x20_-_The_Final_Mission_from_the_Boss	1
important	ADJ	5	04x20_-_The_Final_Mission_from_the_Boss	1
innocent	ADJ	8	04x20_-_The_Final_Mission_from_the_Boss	2
internal	ADJ	5	04x20_-_The_Final_Mission_from_the_Boss	8
invisible	ADJ	2	04x20_-_The_Final_Mission_from_the_Boss	1
kind	ADJ	4	04x20_-_The_Final_Mission_from_the_Boss	1
least	ADJ	3	04x20_-_The_Final_Mission_from_the_Boss	1
like	ADJ	11	04x20_-_The_Final_Mission_from_the_Boss	1
main	ADJ	5	04x20_-_The_Final_Mission_from_the_Boss	18
many	ADJ	1	04x20_-_The_Final_Mission_from_the_Boss	2
more	ADJ	5	04x20_-_The_Final_Mission_from_the_Boss	2
much	ADJ	7	04x20_-_The_Final_Mission_from_the_Boss	1
nervous	ADJ	5	04x20_-_The_Final_Mission_from_the_Boss	1
net	ADJ	12	04x20_-_The_Final_Mission_from_the_Boss	1
new	ADJ	12	04x20_-_The_Final_Mission_from_the_Boss	1
o	ADJ	3	04x20_-_The_Final_Mission_from_the_Boss	1
okay	ADJ	4	04x20_-_The_Final_Mission_from_the_Boss	1
only	ADJ	9	04x20_-_The_Final_Mission_from_the_Boss	3
open	ADJ	36	04x20_-_The_Final_Mission_from_the_Boss	2
other	ADJ	4	04x20_-_The_Final_Mission_from_the_Boss	5
own	ADJ	2	04x20_-_The_Final_Mission_from_the_Boss	3
plastic	ADJ	5	04x20_-_The_Final_Mission_from_the_Boss	1
powerful	ADJ	6	04x20_-_The_Final_Mission_from_the_Boss	1
repulsive	ADJ	3	04x20_-_The_Final_Mission_from_the_Boss	1
rid	ADJ	1	04x20_-_The_Final_Mission_from_the_Boss	1
right	ADJ	36	04x20_-_The_Final_Mission_from_the_Boss	11
safe	ADJ	7	04x20_-_The_Final_Mission_from_the_Boss	1
slight	ADJ	5	04x20_-_The_Final_Mission_from_the_Boss	1
smart	ADJ	9	04x20_-_The_Final_Mission_from_the_Boss	1
squid	ADJ	2	04x20_-_The_Final_Mission_from_the_Boss	1
sticky	ADJ	5	04x20_-_The_Final_Mission_from_the_Boss	1
strange	ADJ	3	04x20_-_The_Final_Mission_from_the_Boss	1
strong	ADJ	10	04x20_-_The_Final_Mission_from_the_Boss	2
sure	ADJ	10	04x20_-_The_Final_Mission_from_the_Boss	2
true	ADJ	15	04x20_-_The_Final_Mission_from_the_Boss	4
unforgivable	ADJ	1	04x20_-_The_Final_Mission_from_the_Boss	2
well	ADJ	22	04x20_-_The_Final_Mission_from_the_Boss	3
white	ADJ	25	04x20_-_The_Final_Mission_from_the_Boss	1
willing	ADJ	6	04x20_-_The_Final_Mission_from_the_Boss	1
wrong	ADJ	13	04x20_-_The_Final_Mission_from_the_Boss	1
able	ADJ	4	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	6
alive	ADJ	7	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	3
believable	ADJ	1	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
big	ADJ	17	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	2
bizarre	ADJ	1	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
close	ADJ	37	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	3
confident	ADJ	3	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	3
dead	ADJ	21	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
difficult	ADJ	2	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	3
electrical	ADJ	2	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
endless	ADJ	4	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
enough	ADJ	3	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
excellent	ADJ	1	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
few	ADJ	2	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
first	ADJ	16	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
good	ADJ	27	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	2
goodbye_,sign	ADJ	0	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
great	ADJ	7	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
heavy	ADJ	30	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
impossible	ADJ	4	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	2
insane	ADJ	2	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	2
internal	ADJ	5	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	6
left	ADJ	24	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	2
light	ADJ	47	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
little	ADJ	10	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
main	ADJ	5	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	12
mere	ADJ	3	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
next	ADJ	4	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
normal	ADJ	5	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
okay	ADJ	4	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
only	ADJ	9	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	2
other	ADJ	4	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	2
own	ADJ	2	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
possible	ADJ	4	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
powerful	ADJ	6	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
pro	ADJ	4	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
provingquite	ADJ	0	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
quick	ADJ	8	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	2
right	ADJ	36	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	7
safe	ADJ	7	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
same	ADJ	6	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
second	ADJ	15	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
sick	ADJ	9	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
slow	ADJ	11	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
stubborn	ADJ	2	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
such	ADJ	2	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	2
superior	ADJ	13	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
sure	ADJ	10	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	3
surefire	ADJ	0	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
surprised	ADJ	4	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
terrifying	ADJ	2	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
thankful	ADJ	1	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
true	ADJ	15	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
unlucky	ADJ	2	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	3
well	ADJ	22	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	2
willing	ADJ	6	04x16_-_The_Grateful_Dead__Part_2_-_Thankful_Death__Part_2	1
-	ADJ	0	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
able	ADJ	4	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	4
absolute	ADJ	6	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
air	ADJ	15	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
alive	ADJ	7	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
bad	ADJ	17	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	6
busy	ADJ	6	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
certain	ADJ	7	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
charming	ADJ	6	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
clean	ADJ	31	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
clear	ADJ	45	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
close	ADJ	37	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	3
correct	ADJ	12	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
cute	ADJ	2	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
damn	ADJ	5	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
dangerous	ADJ	2	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
defenseless	ADJ	4	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
desperate	ADJ	7	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
determined	ADJ	13	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
easy	ADJ	15	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
ecstatic	ADJ	1	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
extra	ADJ	7	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
final	ADJ	5	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
first	ADJ	16	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
freakin	ADJ	0	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	2
full	ADJ	13	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
good	ADJ	27	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	3
happy	ADJ	4	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
hard	ADJ	22	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
helpless	ADJ	3	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
hypothetical	ADJ	2	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
impossible	ADJ	4	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	3
internal	ADJ	5	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	13
invincible	ADJ	1	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	2
lame	ADJ	5	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
last	ADJ	21	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	4
least	ADJ	3	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
left	ADJ	24	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	5
little	ADJ	10	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	6
long	ADJ	12	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
loose	ADJ	18	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
main	ADJ	5	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	19
many	ADJ	1	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	3
more	ADJ	5	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	3
much	ADJ	7	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
naked	ADJ	5	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
next	ADJ	4	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
nice	ADJ	6	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	2
normal	ADJ	5	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
only	ADJ	9	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
other	ADJ	4	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
ow	ADJ	0	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
own	ADJ	2	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	3
panicked	ADJ	3	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	2
perfect	ADJ	5	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	3
pointless	ADJ	2	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	2
possible	ADJ	4	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
puny	ADJ	2	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
quiet	ADJ	13	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
ready	ADJ	8	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
right	ADJ	36	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	3
safe	ADJ	7	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
same	ADJ	6	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
short	ADJ	23	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
simpleminded	ADJ	0	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	2
single	ADJ	10	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	3
sorry	ADJ	4	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	2
strong	ADJ	10	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
sure	ADJ	10	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
unlucky	ADJ	2	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	2
upper	ADJ	6	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
well	ADJ	22	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	2
willing	ADJ	6	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
wrong	ADJ	13	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
young	ADJ	14	04x08_-_Sex_Pistols_Appears__Part_2_-_Six_b_ll_ts_Appears__Part_2	1
\pos(,)\fs\c&hffffff&}burnable	ADJ	0	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
able	ADJ	4	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	4
about	ADJ	8	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	2
actual	ADJ	5	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
alive	ADJ	7	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
annoying	ADJ	3	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
aware	ADJ	2	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
bad	ADJ	17	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
big	ADJ	17	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
brief	ADJ	6	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
capable	ADJ	5	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
close	ADJ	37	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	3
coherent	ADJ	4	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
cornered	ADJ	4	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
different	ADJ	5	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	2
easy	ADJ	15	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
fast	ADJ	15	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
french	ADJ	5	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
good	ADJ	27	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
honest	ADJ	7	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
ironic	ADJ	2	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
last	ADJ	21	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
left	ADJ	24	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
little	ADJ	10	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
maximum	ADJ	4	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
medieval	ADJ	3	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
miraculous	ADJ	2	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
more	ADJ	5	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	3
mysterious	ADJ	2	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
old	ADJ	9	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
only	ADJ	9	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	5
piss	ADJ	3	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
possible	ADJ	4	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
prepared	ADJ	11	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
quick	ADJ	8	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	2
right	ADJ	36	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
sad	ADJ	3	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
safe	ADJ	7	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
second	ADJ	15	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
secret	ADJ	14	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	2
smart	ADJ	9	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
soft	ADJ	20	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
sound	ADJ	24	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
strong	ADJ	10	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	2
stupid	ADJ	4	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	4
sure	ADJ	10	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	2
true	ADJ	15	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	2
unconscious	ADJ	4	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
underground	ADJ	6	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
unexpected	ADJ	1	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
upper	ADJ	6	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
useless	ADJ	1	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
weak	ADJ	12	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
weird	ADJ	3	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
well	ADJ	22	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
witted	ADJ	0	04x32_-_Green_Day_and_Oasis__Part_3_-_Green_Tea_and_Sanctuary__Part_3	1
-	ADJ	0	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
able	ADJ	4	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	4
alive	ADJ	7	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
bad	ADJ	17	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
certain	ADJ	7	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
close	ADJ	37	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	5
cold	ADJ	16	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
compatible	ADJ	3	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
cornered	ADJ	4	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
cruel	ADJ	1	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
curious	ADJ	3	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	3
dead	ADJ	21	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
desperate	ADJ	7	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
different	ADJ	5	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
evil	ADJ	6	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
fast	ADJ	15	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
fine	ADJ	10	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	4
first	ADJ	16	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
good	ADJ	27	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	28
great	ADJ	7	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
hard	ADJ	22	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	4
important	ADJ	5	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	3
impossible	ADJ	4	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	6
inanimate	ADJ	3	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	1
internal	ADJ	5	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	4
little	ADJ	10	04x30_-_Green_Day_and_Oasis__Part_1_-_Green_Tea_and_Sanctuary__Part_1	2
